Mon Nov 11 17:34:01 2024    output.prof

         19163925 function calls (17691946 primitive calls) in 45.691 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      223    0.003    0.000    0.082    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/logger.py:402(write)
    10000    0.048    0.000    0.082    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/buffers.py:246(add)
    10000    0.010    0.000    0.079    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/copy.py:201(_deepcopy_list)
    21351    0.034    0.000    0.079    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/numerictypes.py:470(issubdtype)
        2    0.000    0.000    0.078    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:380(draw)
        1    0.000    0.000    0.078    0.078 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_dtensor_spec.py:1(<module>)
        2    0.000    0.000    0.078    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/artist.py:93(draw_wrapper)
    202/2    0.000    0.000    0.078    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/artist.py:54(draw_wrapper)
        2    0.000    0.000    0.078    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/figure.py:3142(draw)
    37199    0.078    0.000    0.078    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/optim/optimizer.py:184(<genexpr>)
        1    0.000    0.000    0.077    0.077 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/placement_types.py:1(<module>)
      4/2    0.000    0.000    0.077    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/image.py:114(_draw_list_compositing_images)
        2    0.000    0.000    0.077    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:3072(draw)
     2475    0.008    0.000    0.077    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/functional.py:3633(smooth_l1_loss)
        1    0.000    0.000    0.076    0.076 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_triton.py:6(has_triton_package)
        1    0.000    0.000    0.076    0.076 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/__init__.py:1(<module>)
    12491    0.012    0.000    0.075    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/os.py:772(getenv)
        1    0.000    0.000    0.074    0.074 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/__init__.py:1(<module>)
        1    0.000    0.000    0.074    0.074 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/autotuner.py:1(<module>)
        1    0.000    0.000    0.073    0.073 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/testing.py:1(<module>)
        1    0.000    0.000    0.073    0.073 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/__init__.py:1(<module>)
   140077    0.051    0.000    0.071    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/parameter.py:216(__instancecheck__)
    13974    0.014    0.000    0.070    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/torch_layers.py:44(forward)
     2651    0.001    0.000    0.070    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:2873(_load_obj_from_str)
       95    0.000    0.000    0.069    0.001 /home/rikka/anaconda3/envs/RL/lib/python3.10/inspect.py:932(findsource)
       10    0.000    0.000    0.067    0.007 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/library.py:161(_register_fake)
    57514    0.054    0.000    0.067    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_contextlib.py:154(__new__)
        1    0.000    0.000    0.067    0.067 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_collective_utils.py:1(<module>)
       10    0.000    0.000    0.066    0.007 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_library/utils.py:33(get_source)
       10    0.000    0.000    0.066    0.007 /home/rikka/anaconda3/envs/RL/lib/python3.10/inspect.py:1604(getframeinfo)
        1    0.000    0.000    0.066    0.066 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/library.py:788(register)
      105    0.003    0.000    0.066    0.001 /home/rikka/anaconda3/envs/RL/lib/python3.10/inspect.py:850(getmodule)
    76678    0.024    0.000    0.064    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/abc.py:117(__instancecheck__)
     1332    0.003    0.000    0.064    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/monitor.py:203(write_row)
52646/52446    0.039    0.000    0.063    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:306(inner)
    12566    0.017    0.000    0.063    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/_collections_abc.py:821(get)
    12412    0.005    0.000    0.062    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/cuda/graphs.py:25(is_current_stream_capturing)
    13974    0.021    0.000    0.062    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/preprocessing.py:92(preprocess_obs)
     2921    0.009    0.000    0.060    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3476(mean)
     4950    0.007    0.000    0.059    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_contextlib.py:113(decorate_context)
   153742    0.044    0.000    0.059    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/container.py:350(__len__)
    39807    0.058    0.000    0.058    0.000 {built-in method torch._C._log_api_usage_once}
      282    0.000    0.000    0.058    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/dataclasses.py:1156(dataclass)
      963    0.001    0.000    0.058    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
    12412    0.057    0.000    0.057    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
      963    0.056    0.000    0.056    0.000 {built-in method marshal.loads}
   209715    0.055    0.000    0.055    0.000 {built-in method torch.is_grad_enabled}
     1084    0.003    0.000    0.054    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/dataclasses.py:412(_create_fn)
        1    0.000    0.000    0.054    0.054 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/series/__init__.py:1(<module>)
        1    0.000    0.000    0.052    0.052 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/polyfuncs.py:1(<module>)
        1    0.000    0.000    0.052    0.052 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/specialpolys.py:1(<module>)
   661640    0.051    0.000    0.051    0.000 {method 'get' of 'dict' objects}
      223    0.000    0.000    0.051    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/tensorboard/writer.py:1185(flush)
     2921    0.013    0.000    0.051    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/_methods.py:110(_mean)
      224    0.000    0.000    0.051    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/tensorboard/summary/writer/event_file_writer.py:119(flush)
      223    0.000    0.000    0.051    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/tensorboard/writer.py:147(flush)
      224    0.001    0.000    0.051    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/tensorboard/summary/writer/event_file_writer.py:180(flush)
      224    0.001    0.000    0.050    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/queue.py:79(join)
        5    0.000    0.000    0.049    0.010 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/module.py:1213(to)
     47/5    0.000    0.000    0.049    0.010 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/module.py:897(_apply)
    10001    0.019    0.000    0.049    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/util.py:15(copy_obs_dict)
     2475    0.049    0.000    0.049    0.000 {built-in method torch._C._nn.smooth_l1_loss}
        1    0.000    0.000    0.049    0.049 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/rings.py:1(<module>)
      225    0.001    0.000    0.049    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/threading.py:288(wait)
11064/10052    0.014    0.000    0.049    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/copy.py:227(_deepcopy_dict)
       36    0.000    0.000    0.049    0.001 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/module.py:1317(convert)
        1    0.000    0.000    0.048    0.048 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/__init__.py:1(<module>)
     9937    0.030    0.000    0.048    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_tensor.py:1083(__len__)
        1    0.000    0.000    0.048    0.048 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/higher_order_ops.py:1(<module>)
     2239    0.048    0.000    0.048    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.048    0.048 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/series/sequences.py:1(<module>)
        1    0.000    0.000    0.047    0.047 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/__init__.py:1(<module>)
     1558    0.047    0.000    0.047    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     1140    0.001    0.000    0.047    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/posixpath.py:392(realpath)
   522354    0.046    0.000    0.046    0.000 {method 'append' of 'list' objects}
    12576    0.027    0.000    0.046    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/os.py:675(__getitem__)
   152030    0.030    0.000    0.045    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_tensor.py:1121(__hash__)
   402463    0.043    0.000    0.043    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_jit_internal.py:103(is_scripting)
    24824    0.035    0.000    0.043    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_pytree.py:439(_dict_flatten)
    42702    0.027    0.000    0.043    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/numerictypes.py:288(issubclass_)
        1    0.000    0.000    0.043    0.043 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/math.py:1(<module>)
     2475    0.043    0.000    0.043    0.000 {built-in method torch._foreach_sqrt}
        1    0.000    0.000    0.042    0.042 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/core.py:1(<module>)
   135594    0.040    0.000    0.042    0.000 {built-in method builtins.getattr}
    76678    0.040    0.000    0.040    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.040    0.040 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/pycode.py:1(<module>)
     1140    0.011    0.000    0.040    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/posixpath.py:401(_joinrealpath)
        1    0.000    0.000    0.039    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/codeprinter.py:1(<module>)
  992/990    0.004    0.000    0.039    0.000 <frozen importlib._bootstrap>:921(_find_spec)
        1    0.000    0.000    0.039    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/__init__.py:1(<module>)
        1    0.000    0.000    0.039    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/jit.py:1(<module>)
        1    0.000    0.000    0.039    0.039 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/driver.py:1(<module>)
        1    0.000    0.000    0.038    0.038 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/__init__.py:1(<module>)
        1    0.000    0.000    0.038    0.038 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:449(print_png)
        1    0.000    0.000    0.038    0.038 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:439(_print_pil)
        1    0.000    0.000    0.037    0.037 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/__init__.py:35(_discover_backends)
        4    0.000    0.000    0.037    0.009 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/__init__.py:9(_load_module)
     4950    0.037    0.000    0.037    0.000 {built-in method torch._foreach_mul_}
     2475    0.037    0.000    0.037    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
    38435    0.025    0.000    0.036    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/container.py:354(__iter__)
    11499    0.036    0.000    0.036    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
    10000    0.020    0.000    0.036    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/dqn/dqn.py:168(_on_step)
     1103    0.001    0.000    0.036    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/re.py:288(_compile)
        1    0.000    0.000    0.036    0.036 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_higher_order_ops/map.py:1(<module>)
        1    0.000    0.000    0.035    0.035 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/aot_autograd.py:1(<module>)
    59622    0.035    0.000    0.035    0.000 {method 'conj' of 'torch._C.TensorBase' objects}
     4950    0.035    0.000    0.035    0.000 {built-in method torch._foreach_add_}
     2475    0.035    0.000    0.035    0.000 {built-in method torch.stack}
      147    0.000    0.000    0.035    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/re.py:249(compile)
        4    0.000    0.000    0.035    0.009 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:1415(draw)
   253665    0.028    0.000    0.035    0.000 {method 'add' of 'set' objects}
     4950    0.004    0.000    0.035    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_foreach_utils.py:43(_has_foreach_support)
       58    0.000    0.000    0.035    0.001 /home/rikka/anaconda3/envs/RL/lib/python3.10/sre_compile.py:783(compile)
     2475    0.017    0.000    0.034    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_tensor.py:1030(__rdiv__)
     2475    0.034    0.000    0.034    0.000 {method 'max' of 'torch._C.TensorBase' objects}
     2475    0.006    0.000    0.034    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/optim/adam.py:592(<listcomp>)
        1    0.000    0.000    0.034    0.034 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/utils.py:1(<module>)
     2475    0.002    0.000    0.034    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/optim/optimizer.py:501(_group_tensors_by_device_and_dtype)
      471    0.000    0.000    0.033    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/basic.py:182(__init_subclass__)
      472    0.014    0.000    0.032    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/assumptions.py:614(_prepare_class_assumptions)
    10001    0.016    0.000    0.032    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/vec_env/util.py:26(dict_to_obs)
      991    0.001    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        1    0.000    0.000    0.031    0.031 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/__init__.py:1(<module>)
      991    0.002    0.000    0.031    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
        1    0.000    0.000    0.030    0.030 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:1(<module>)
        1    0.000    0.000    0.030    0.030 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/__init__.py:1(<module>)
   101218    0.024    0.000    0.030    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/nn/modules/module.py:2661(<lambda>)
     9024    0.030    0.000    0.030    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
     9900    0.015    0.000    0.030    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/stable_baselines3/common/utils.py:381(is_vectorized_observation)
        1    0.000    0.000    0.030    0.030 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/backends/nvidia/driver.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/runtime/build.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/__init__.py:1(<module>)
        1    0.000    0.000    0.028    0.028 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:1(<module>)
    86884    0.023    0.000    0.028    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/optim/adam.py:765(<genexpr>)
